Facility Name,Activity Date,Service,Violation Description,Grade,Location
YOGOFINA MONTCLAIR,9/25/2012,111,Proper hot and cold holding temperatures,G,"6140 MEDAU PL
OAKLAND, CA
(37.827213781693615, -122.21023500002212)"
YOGOFINA-ALAMEDA,8/30/2012,111,Proper hot and cold holding temperatures,G,"1335 PARK ST
ALAMEDA, CA
(37.76344929728303, -122.24354692950651)"
YOGOHOLIC,7/10/2012,111,Proper hot and cold holding temperatures,G,"3500 BERNAL AVE
PLEASANTON, CA
(37.66273596406723, -121.85670933993768)"
YOGURT DELITE,8/9/2012,111,Proper hot and cold holding temperatures,G,"4139 PIEDMONT AVE
OAKLAND, CA
(37.8269261233475, -122.25184522674046)"
YOGURT ESPRESSO,8/9/2012,111,Equipment/Utensils - approved installed clean g,G,"2063 B ST
HAYWARD, CA
(37.68363025389203, -122.06394865490182)"
YOGURT HILL,10/22/2012,111,Equipment/Utensils - approved installed clean g,G,"1081 B ST
HAYWARD, CA
(37.673785442000536, -122.08120365048224)"
YOGURT WALK,9/5/2012,111,Proper hot and cold holding temperatures,G,"6601 DUBLIN BLVD
DUBLIN, CA
(37.704233246496855, -121.91120458227441)"
YOGURTASTIC,11/27/2012,111,Signs posted last inspection report available,G,"3924 WASHINGTON BLVD
FREMONT, CA
(37.53262884069968, -121.9578899973149)"
YOGURTLAND,10/16/2012,111,Hot and cold water available,G,"6851 AMADOR PLAZA RD
DUBLIN, CA
(37.7055804772308, -121.92795580146543)"
YOGURTOUILLE,11/6/2012,111,Adequate ventilation and lighting designated area,G,"2670 MOWRY AVE
FREMONT, CA
(37.55448883436528, -121.98345946657267)"
YOLATEA CORP,11/27/2012,111,Proper hot and cold holding temperatures,G,"600 MAIN ST
PLEASANTON, CA
(37.66146873169362, -121.87530948987023)"
YOPPI YOGURT,9/5/2012,111,Food storage food storage containers identified,G,"500 12TH ST
OAKLAND, CA
(37.80340872757807, -122.27317854885285)"
YOSHINO SUSHI RESTARANT,10/23/2012,111,Equipment/Utensils - approved installed clean g,G,"296 HEGENBERGER RD
OAKLAND, CA
(37.734017039797266, -122.19786932211923)"
YOUR COFFEE CUPS,8/23/2012,111,Hands clean and properly washed gloves used prope,G,"46685 MISSION BLVD
FREMONT, CA
(37.491033439517736, -121.92826673597864)"
YU YU RESTAURANT,10/2/2012,111,Proper hot and cold holding temperatures,G,"7465 AMADOR VALLEY BLVD
DUBLIN, CA
(37.709780311107636, -121.92818962519306)"
YUKI HANA SUSHI,10/29/2012,111,Food contact surfaces: clean and sanitized,G,"920 C ST
HAYWARD, CA
(37.671262348592734, -122.08271113626739)"
YUNG KEE RESTAURANT,11/27/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"888 WEBSTER ST
OAKLAND, CA
(37.79981909313579, -122.27092129028638)"
Z CAFE & BAR,9/10/2012,111,"Proper eating, tasting, drinking or tobacco use",G,"2735 BROADWAY
OAKLAND, CA
(37.815964809418325, -122.26398711571387)"
Z CAFE EXPRESS,11/1/2012,111,Thermometers provided and accurate,G,"1987-H SANTA RITA RD
PLEASANTON, CA
(37.67890210003902, -121.87485673934414)"
Z PIZZA,8/23/2012,111,Food contact surfaces: clean and sanitized,G,"46703 MISSION BLVD
FREMONT, CA
(37.49093649910223, -121.92840905275885)"
ZAHARA DELI AND COFFEE,10/9/2012,111,Demonstration of knowledge food manager certifica,G,"3201 TELEGRAPH AVE
OAKLAND, CA
(37.8209249604869, -122.26674080963605)"
ZAKURO,11/1/2012,111,Demonstration of knowledge food manager certifica,G,"6700 SANTA RITA RD
PLEASANTON, CA
(37.69947408065184, -121.87204495090384)"
ZAM ZAM GRILL,9/27/2012,111,Signs posted last inspection report available,G,"3876 DECOTO RD
FREMONT, CA
(37.57175349959359, -122.03148784569483)"
ZAND MARKET,11/28/2012,111,Adequate handwashing facilities supplied & accessi,G,"1401 SOLANO AVE
ALBANY, CA
(37.89082755890092, -122.290018277164)"
ZAPATA STREET ACADEMY,10/16/2012,111,Proper hot and cold holding temperatures,G,"417 29TH ST
OAKLAND, CA
(37.81781586648742, -122.26548035228205)"
ZAYA CAFE,10/25/2012,111,Demonstration of knowledge food manager certifica,G,"1768 BROADWAY
OAKLAND, CA
(37.80721516857125, -122.26930795126019)"
ZEN,7/17/2012,111,Proper hot and cold holding temperatures,G,"2315 SANTA CLARA AVE
ALAMEDA, CA
(37.76570015488949, -122.24265555917839)"
ZEN'S,11/8/2012,111,Adequate handwashing facilities supplied & accessi,G,"13876 DOOLITTLE DR
SAN LEANDRO, CA
(37.69836088700699, -122.17583279386052)"
ZEPHYR GRILL & BAR,8/14/2012,111,Demonstration of knowledge food manager certifica,G,"1736 FIRST ST
LIVERMORE, CA
(37.67997767607974, -121.77449119490296)"
ZORN'S RESTAURANT,11/13/2012,111,Proper hot and cold holding temperatures,G,"3015 HOPYARD RD
PLEASANTON, CA
(37.6761980004723, -121.89721454632736)"
"STARBUCK "" SAFEWAY #910""",10/9/2012,111,No Violations,G,"1554 FIRST ST
LIVERMORE, CA
(37.67933495597704, -121.77674524014408)"
AFC SUSHI @ NOBHILL #631,7/6/2012,111,No Violations,G,"919 E STANLEY BLVD
LIVERMORE, CA
(37.678361903159214, -121.78505946829216)"
AFC SUSHI @ RALEY'S  # 315,8/2/2012,111,No Violations,G,"39200 PASEO PADRE PKWY
FREMONT, CA
(37.55297599085831, -121.97985560777944)"
AFC SUSHI @ SAFEWAY #910,10/9/2012,111,No Violations,G,"1554 FIRST ST
LIVERMORE, CA
(37.67933495597704, -121.77674524014408)"
AFC SUSHI @ SAFEWAY #951,8/28/2012,111,No Violations,G,"867 ISLAND DR
ALAMEDA, CA
(37.73720063978101, -122.23890538631622)"
ALAMEDA CO COMM FOOD BANK,8/13/2012,111,No Violations,G,"7900 EDGEWATER DR
OAKLAND, CA
(37.741031751625826, -122.20217707463962)"
ALAMEDA COMMUNITY LEARNING CENTER,9/12/2012,111,No Violations,G,"210 CENTRAL AVE
ALAMEDA, CA
(37.773555674680885, -122.29018647057075)"
ALAMEDA COUNTY FAIR-YOUNG CA BLDG,8/21/2012,111,No Violations,G,"4501 PLEASANTON AVE
PLEASANTON, CA
(37.66171154864156, -121.87999495764291)"
ALBANY AM PM,7/10/2012,111,No Violations,G,"1001 SAN PABLO AVE
ALBANY, CA
(37.88640715766212, -122.29767608093096)"
ALBANY HILL MINI MARKET,9/10/2012,111,No Violations,G,"800 SAN PABLO AVE
ALBANY, CA
(37.892081879667046, -122.29957365041281)"
ALBANY SHELL (FOOD MARKET),9/5/2012,111,No Violations,G,"999 SAN PABLO AVE
ALBANY, CA
(37.88683761009102, -122.2977808023206)"
ARENA CLUB LEVEL CORONA BAR,11/28/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA CLUB LEVEL PLZ SMIRNOFF ASIAN,11/28/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA CLUB LVL CORONA GRILL S STAND,9/19/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA EVENT LEVEL STAND #A7-INSEAT,10/24/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA EVENT LEVEL STAND #A8,10/24/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA EVENT LEVEL STORAGE #03PWI,10/24/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA MC LVL #VR33N MAIN STE PANTRY,11/8/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA MS LEVEL SUITE PANTRY #43P03,11/8/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA UC LEVEL #A202,10/29/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA UC LEVEL #A210,10/24/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA UC LEVEL #A215,10/29/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA UC LEVEL #A218,10/29/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA UC LEVEL #A226-BEER,11/8/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA UC LEVEL #A231,10/29/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA UC LEVEL #BR55N,10/29/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA UC LEVEL #BR55S,10/24/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA UC LEVEL #VR55NW,10/29/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA UC LEVEL #VR55SE,10/29/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
ARENA UC LEVEL #VR55SW,10/8/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
AUNTIE ANNE'S OAKLAND AIRPORT,7/3/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
"BAKERY STREET, INC.",10/24/2012,111,No Violations,G,"1465 FACTOR AVE
SAN LEANDRO, CA
(37.703035395887866, -122.16116799010354)"
BANANA BLOSSOM THAI CUISINE,8/1/2012,111,No Violations,G,"4228 PARK BLVD
OAKLAND, CA
(37.80736522337201, -122.22220017090487)"
BAY AREA CHINESE BIBLE CHURCH,10/10/2012,111,No Violations,G,"1801 NORTH LOOP RD
ALAMEDA, CA
(37.72797585486925, -122.24018636047353)"
BAY FARM ELEMENTARY SCHOOL,9/25/2012,111,No Violations,G,"200 AUGHINBAUGH WAY
ALAMEDA, CA
(37.745204605841764, -122.25129804387996)"
BED BATH AND BEYOND #830,11/28/2012,111,No Violations,G,"15555 E 14TH ST
SAN LEANDRO, CA
(37.70262696326604, -122.12492304842067)"
BETTER TRADE DISCOUNT CIGARETTES,9/25/2012,111,No Violations,G,"1623 PARK ST
ALAMEDA, CA
(37.767250415127705, -122.24034070652998)"
BETTER TRADE MARKET,7/10/2012,111,No Violations,G,"7838 INTERNATIONAL BLVD
OAKLAND, CA
(37.75708464984882, -122.18259883406176)"
BIG G JORGE HOLLOW LEG,8/3/2012,111,No Violations,G,"24740 HESPERIAN BLVD
HAYWARD, CA
(37.64687273515807, -122.10634531919737)"
BONIERE BAKERY,9/6/2012,111,No Violations,G,"3249 GRAND AVE
OAKLAND, CA
(37.81227783467026, -122.24749005435615)"
BULLY'S GRILLPUB,9/4/2012,111,No Violations,G,"4096 BAY ST
FREMONT, CA
(37.532910647605206, -121.96134762841336)"
CASSAVE RESTAURANT & TAQUERIA,8/29/2012,111,No Violations,G,"5412 SAN PABLO AVE
OAKLAND, CA
(37.837897727401696, -122.2819739182994)"
CECIL'S DRIVE IN,8/23/2012,111,No Violations,G,"547 W TENNYSON RD
HAYWARD, CA
(37.632428374458186, -122.06758798393074)"
CHEVRON #2212,9/24/2012,111,No Violations,G,"191 98TH AVE
OAKLAND, CA
(37.72952042965079, -122.1939482780715)"
CHEVRON CSI 2213 FACILITY #90290,11/6/2012,111,No Violations,G,"1802 WEBSTER ST
ALAMEDA, CA
(37.77726715689531, -122.27656041717817)"
CHILI'S KIOSK,9/18/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
CHINA GARLIC RESTAURANT,8/14/2012,111,No Violations,G,"3766 PIEDMONT AVE
OAKLAND, CA
(37.82365821065208, -122.2559300246301)"
CLOROX CAFE,9/7/2012,111,No Violations,G,"7200 JOHNSON DR
PLEASANTON, CA
(37.69463572813419, -121.9190075472739)"
COFFEE AND TEA TRADERS,8/28/2012,111,No Violations,G,"883 ISLAND DR
ALAMEDA, CA
(37.73738889010251, -122.23889111616393)"
COLISEUM SHELL FOOD MART,8/6/2012,111,No Violations,G,"540 HEGENBERGER RD
OAKLAND, CA
(37.744260317710996, -122.19596275941717)"
COLISEUM WEST #102,11/7/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
COLISEUM WEST #104,11/7/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
COLISEUM WEST #123,11/14/2012,111,No Violations,G,"7000 COLISEUM WAY
OAKLAND, CA
(37.746962421079395, -122.20090648279832)"
CONTINENTAL CLUB,10/4/2012,111,No Violations,G,"1658 12TH ST
OAKLAND, CA
(37.810747195337115, -122.29663286737701)"
COSTCO WHOLESALE #823,10/15/2012,111,No Violations,G,"22330 HATHAWAY AVE
HAYWARD, CA
(37.66700855539415, -122.10378225141392)"
COURTYARD OAKLAND AIRPORT-LBAR,10/31/2012,111,No Violations,G,"350 HEGENBERGER RD
OAKLAND, CA
(37.735432126112016, -122.19718914187827)"
COUSIN CAFE,10/22/2012,111,No Violations,G,"39193 CEDAR BLVD
NEWARK, CA
(37.52356678601758, -122.00532148357135)"
DEWEY'S FRIENDS CAFE,8/8/2012,111,No Violations,G,"1550 OAK ST
ALAMEDA, CA
(37.766831939805854, -122.24265595059731)"
EARL ANTHONY'S DUBLIN BOWL,10/2/2012,111,No Violations,G,"6750 REGIONAL ST
DUBLIN, CA
(37.70130869759163, -121.93289307940631)"
EAST AVE ELEMENTARY SCHOOL,10/23/2012,111,No Violations,G,"2424 EAST AVE
HAYWARD, CA
(37.670812687578064, -122.05434651946325)"
EDIBLE ARRANGEMENTS,11/29/2012,111,No Violations,G,"3980 WASHINGTON BLVD
FREMONT, CA
(37.53270045152515, -121.95844473181683)"
EIGHT BAR (T-1),9/25/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
EL TACO OAXACO,8/21/2012,111,No Violations,G,"4717 FOOTHILL BLVD
OAKLAND, CA
(37.77308347255263, -122.20852960419002)"
ENDGAME,8/9/2012,111,No Violations,G,"921 WASHINGTON ST
OAKLAND, CA
(37.80154122034452, -122.27454091070449)"
EXECUTIVE SUITE WALL STREET,10/9/2012,111,No Violations,G,"1411 HARBOR BAY PKWY
ALAMEDA, CA
(37.725729490047456, -122.23670773735775)"
FAIRWAY PARK DONUTS,8/21/2012,111,No Violations,G,"411 E 18TH ST
OAKLAND, CA
(37.7988851377707, -122.25075845066237)"
FAT BOTTOM BAKERY,10/4/2012,111,No Violations,G,"1327 PERALTA ST
OAKLAND, CA
(37.81090090835651, -122.2943727825905)"
FIREWOOD CAFE OAKLAND AIRPORT,8/29/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
FIRST STREET WINE CO,10/19/2012,111,No Violations,G,"2211 FIRST ST
LIVERMORE, CA
(37.68172146379345, -121.76855097177202)"
FLAVOR BRIGADE,9/12/2012,111,No Violations,G,"3540 FRUITVALE AVE
OAKLAND, CA
(37.80104233878621, -122.2158057928595)"
FLIPSIDE BURGER,8/22/2012,111,No Violations,G,"3401 LAKESHORE AVE
OAKLAND, CA
(37.81107350213824, -122.243268482809)"
FORTMAN MARINA,7/12/2012,111,No Violations,G,"1535 BUENA VISTA AVE
ALAMEDA, CA
(37.7765100056817, -122.25904120655224)"
FORTUNE CAFE,11/2/2012,111,No Violations,G,"1606 WEBSTER ST
ALAMEDA, CA
(37.77528726652466, -122.27663962761416)"
FRANK'S SALOON,10/2/2012,111,No Violations,G,"2014 MARINA BLVD
SAN LEANDRO, CA
(37.705832287399005, -122.17774249510353)"
FULL MOON SEAFOOD HOUSE,11/13/2012,111,No Violations,G,"2042 MACARTHUR BLVD
OAKLAND, CA
(37.80074673437133, -122.21750152201889)"
GENERAL NUTRITION CENTER #2682,9/5/2012,111,No Violations,G,"501 14TH ST
OAKLAND, CA
(37.804810926045086, -122.27250555490612)"
GENJI SUSHI,8/24/2012,111,No Violations,G,"230 BAY PL
OAKLAND, CA
(37.81263577159865, -122.26118159298198)"
GOLD'S GYM,10/16/2012,111,No Violations,G,"600 GRAND AVE
OAKLAND, CA
(37.809515124156974, -122.24949040660107)"
GOMES SCHOOL CAFETERIA,11/7/2012,111,No Violations,G,"555 LEMOS LN
FREMONT, CA
(37.55032006828084, -121.9476228135925)"
GRANDVIEW PAVILLION,10/15/2012,111,No Violations,G,"300 ISLAND DR
ALAMEDA, CA
(37.74396975280271, -122.23701766200477)"
HEGENBURGERS,8/1/2012,111,No Violations,G,"280 HEGENBERGER RD
OAKLAND, CA
(37.733127388688544, -122.19824075773268)"
HICKORY FARMS (KIOSK),11/2/2012,111,No Violations,G,"1 STONERIDGE MALL
PLEASANTON, CA
(37.65803000018451, -121.87721999990293)"
HOLIDAY INN EXPRESS HOTEL & SUITES,11/6/2012,111,No Violations,G,"66 AIRPORT ACCESS RD
OAKLAND, CA
(37.7262828703453, -122.1988405899109)"
HOME DEPOT #0625,8/20/2012,111,No Violations,G,"1933 DAVIS ST
SAN LEANDRO, CA
(37.7180630669975, -122.18053938661467)"
HOPKINS JR HIGH,11/1/2012,111,No Violations,G,"600 DRISCOLL RD
FREMONT, CA
(37.54667157731053, -121.9429029208128)"
HOPSING ASSOCIATION,11/1/2012,111,No Violations,G,"15135 HESPERIAN BLVD
SAN LEANDRO, CA
(37.70034642302028, -122.13001547500858)"
IT'S ALL GOOD BAKERY,9/17/2012,111,No Violations,G,"5624 MARTIN L KING JR WAY
OAKLAND, CA
(37.80505999961946, -122.27301999967312)"
JACKSON LIQUORS,8/20/2012,111,No Violations,G,"566 JACKSON ST
HAYWARD, CA
(37.66415770456126, -122.08347555999228)"
JAMBA JUICE #43,8/21/2012,111,No Violations,G,"3962 MOWRY AVE
FREMONT, CA
(37.54881186333068, -121.98808055016816)"
JOEARL'S QUICKBITE,8/14/2012,111,No Violations,G,"1511 FRANKLIN ST
OAKLAND, CA
(37.8050185140105, -122.26926649802539)"
JOHN GREEN ELEMENTARY SCHOOL,10/30/2012,111,No Violations,G,"3300 ANTONE WAY
DUBLIN, CA
(37.71808864184216, -121.861553615111)"
JUMPIN JAVA,9/25/2012,111,No Violations,G,"6606 SHATTUCK AVE
OAKLAND, CA
(37.851635879036934, -122.265965560667)"
KENTUCKY FRIED CHICKEN #131,7/3/2012,111,No Violations,G,"9825 INTERNATIONAL BLVD
OAKLAND, CA
(37.744114330051836, -122.17049811873665)"
KHYBER PASS RESTAURANT,7/24/2012,111,No Violations,G,"7467 VILLAGE PKWY
DUBLIN, CA
(37.714429041529485, -121.92687715748541)"
LA BONNE CUISINE,9/17/2012,111,No Violations,G,"2321 FILBERT ST
OAKLAND, CA
(37.81606218853028, -122.28035513864666)"
LAKE MERRITT NEWS GATE 15,9/20/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
LAKE MERRITT PIZZA,8/21/2012,111,No Violations,G,"300 E 18TH ST
OAKLAND, CA
(37.7996045953941, -122.2517387116743)"
LAKESHORE NATURAL FOODS,10/16/2012,111,No Violations,G,"3321 LAKESHORE AVE
OAKLAND, CA
(37.81084622373191, -122.24397187677947)"
LAKESHORE PRODUCE,10/15/2012,111,No Violations,G,"3260 LAKESHORE AVE
OAKLAND, CA
(37.81058629009056, -122.24438374391212)"
LAS POSITAS VINEYARDS,8/23/2012,111,No Violations,G,"1828 WETMORE RD
LIVERMORE, CA
(37.64523596906474, -121.77058343955827)"
LEANING TOWER OF PIZZA,10/31/2012,111,No Violations,G,"498 WESLEY ST
OAKLAND, CA
(37.80455114849901, -122.24974741896479)"
LITTLE JOE'S EXPRESS,10/19/2012,111,No Violations,G,"1410 ENCINAL AVE
ALAMEDA, CA
(37.77027307836791, -122.26215268047447)"
LIVERMORE CINEMAS,11/13/2012,111,No Violations,G,"2490 FIRST ST
LIVERMORE, CA
(37.68335822988678, -121.76695017855985)"
LUCKY TWO,11/27/2012,111,No Violations,G,"1901 103RD AVE
OAKLAND, CA
(37.742308788907394, -122.16226516297928)"
MACY'S NW339,10/17/2012,111,No Violations,G,"15555 E 14TH ST
SAN LEANDRO, CA
(37.70262696326604, -122.12492304842067)"
MARINA WINE & SPIRITS,11/5/2012,111,No Violations,G,"13892 DOOLITTLE DR
SAN LEANDRO, CA
(37.69827164874349, -122.17577316829433)"
MILANO RESTAURANT,7/31/2012,111,No Violations,G,"3425 GRAND AVE
OAKLAND, CA
(37.814173612268746, -122.24631579983765)"
MISSION PEAK HALL ASSOCIATION,11/29/2012,111,No Violations,G,"40955 FREMONT BLVD
FREMONT, CA
(37.533275009469776, -121.95991518262886)"
MONARCH ACADEMY,11/27/2012,111,No Violations,G,"1445 101ST AVE
OAKLAND, CA
(37.742298273433406, -122.16832291981618)"
MYRTLE'S LODGE,10/15/2012,111,No Violations,G,"4211 PIEDMONT AVE
OAKLAND, CA
(37.82809511728232, -122.25023684388538)"
NAWAH MARKET AND DELI,11/30/2012,111,No Violations,G,"5489 FOOTHILL BLVD
OAKLAND, CA
(37.77255064726506, -122.19624960578506)"
NEA COMMUNITY LEARNING CENTER,9/12/2012,111,No Violations,G,"401 PACIFIC AVE
ALAMEDA, CA
(37.77642093693754, -122.28581042607641)"
NESTLE TOLL HOUSE CAFE BY CHIP,10/11/2012,111,No Violations,G,"2470 FIRST ST
LIVERMORE, CA
(37.68311541293889, -121.76723796160923)"
OAKLAND TRIBUNE NEWS R2,9/25/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
ORGANIC CHOICE INC,11/8/2012,111,No Violations,G,"175 98TH AVE
OAKLAND, CA
(37.729369852504846, -122.19445507669133)"
OVATIONS- CARVING STATION #2,8/21/2012,111,No Violations,G,"4501 PLEASANTON AVE
PLEASANTON, CA
(37.66171154864156, -121.87999495764291)"
PANERA BREAD #1372,7/3/2012,111,No Violations,G,"2249 SOUTH SHORE CENTER DR
ALAMEDA, CA
(37.7665800003669, -122.2447399995512)"
PARKWAY LOUNGE,9/19/2012,111,No Violations,G,"1850 PARK BLVD
OAKLAND, CA
(37.79967654115643, -122.25016489812305)"
PEETS COFFEE,9/4/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
PHARMACA INTEGRATIVE PHARMACY,7/31/2012,111,No Violations,G,"5729 COLLEGE AVE
OAKLAND, CA
(37.845436489866394, -122.25194282217052)"
PIT STOP MARKET,10/25/2012,111,No Violations,G,"1601 PARK ST
ALAMEDA, CA
(37.76680632098555, -122.24067705071394)"
PIZZA CITY,7/30/2012,111,No Violations,G,"2935 FOOTHILL BLVD
OAKLAND, CA
(37.784073303948105, -122.22376979656309)"
PLEASANTON VETERAN'S MEMORIAL,9/5/2012,111,No Violations,G,"301 MAIN ST
PLEASANTON, CA
(37.65862687408105, -121.87692826952298)"
PRIME TIME NUTRITION,11/8/2012,111,No Violations,G,"15964 E 14TH ST
SAN LEANDRO, CA
(37.69909160484276, -122.1196616654203)"
Q & S MARKET,11/27/2012,111,No Violations,G,"1524 100TH AVE
OAKLAND, CA
(37.743280056699064, -122.16713049515778)"
QUIK STOP MARKETS #5127,7/9/2012,111,No Violations,G,"505 A ST
HAYWARD, CA
(37.67014718927635, -122.09151549893426)"
QUIZNO'S SUB #6116,8/1/2012,111,No Violations,G,"8450 EDGEWATER DR
OAKLAND, CA
(37.73750212129243, -122.19806592900478)"
QUIZNO'S SUBS,8/1/2012,111,No Violations,G,"2722 CASTRO VALLEY BLVD
CASTRO VALLEY, CA
(37.694485493614955, -122.0861224063017)"
RAJA LIQUOR AND GROCERY #4,10/19/2012,111,No Violations,G,"4068 EAST AVE
LIVERMORE, CA
(37.67995066285454, -121.74751812477193)"
RALEY'S SUPERMARKET #315,8/2/2012,111,No Violations,G,"39200 PASEO PADRE PKWY
FREMONT, CA
(37.55297599085831, -121.97985560777944)"
RESIDENCE INN BY MARRIOTT,11/26/2012,111,No Violations,G,"1000 AIRWAY BLVD
LIVERMORE, CA
(37.70321438701906, -121.81845161387618)"
SEE'S CANDIES SHOP SF 72,11/28/2012,111,No Violations,G,"2650 STONERIDGE MALL
PLEASANTON, CA
(37.65803000018451, -121.87721999990293)"
SIDDHARTHA INTL,9/7/2012,111,No Violations,G,"36464 FREMONT BLVD
FREMONT, CA
(37.56254740901315, -122.01545802299493)"
SODEXHO AMERICA LLC,8/7/2012,111,No Violations,G,"6801 KOLL CENTER PKWY
PLEASANTON, CA
(37.659738469273165, -121.89858461532046)"
SPORTS AUTHORITY,8/16/2012,111,No Violations,G,"1933 DAVIS ST
SAN LEANDRO, CA
(37.7180630669975, -122.18053938661467)"
STARBUCK COFFEE #6468,7/5/2012,111,No Violations,G,"223 S VASCO RD
LIVERMORE, CA
(37.704326485984744, -121.72153195776065)"
STARBUCKS #10942,7/13/2012,111,No Violations,G,"420 W GRAND
OAKLAND, CA
(37.81166575781851, -122.26715445048441)"
STARBUCKS #8142,7/25/2012,111,No Violations,G,"8450 EDGEWATER DR
OAKLAND, CA
(37.73750212129243, -122.19806592900478)"
STARBUCKS COFFEE #6645,11/13/2012,111,No Violations,G,"799 A ST
HAYWARD, CA
(37.672511858011646, -122.08594684799797)"
STARBUCKS COFFEE CO #5780,10/9/2012,111,No Violations,G,"2059 MOUNTAIN BLVD
OAKLAND, CA
(37.82641051827439, -122.2093832696422)"
STARBUCKS COFFEE CO #9861,7/10/2012,111,No Violations,G,"185 98TH AVE
OAKLAND, CA
(37.72952042965079, -122.1939482780715)"
SUBWAY #5734,8/21/2012,111,No Violations,G,"2950 AUTO MALL PKWY
FREMONT, CA
(37.51384502058403, -121.94222804207044)"
SURF CITY SQUEEZE & DREYERS ICE CRE,8/30/2012,111,No Violations,G,"1209 NEWPARK MALL
NEWARK, CA
(37.53640000025996, -122.02967999973208)"
SYBIL'S LIQUORS,9/19/2012,111,No Violations,G,"501 E 18TH ST
OAKLAND, CA
(37.79821963946898, -122.24996704727658)"
T1 JRL CANDIES,9/18/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
T2 BAYFRONT NEWS,8/30/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
T2 F11 BURGER KING #17107,8/15/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
T2 FENTON'S,8/30/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
T2 JRL CANDIES KIOSK (GATE 27),8/29/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
T2 OAKLAND NEWS,9/13/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
T2 S-6 REMOTE STORAGE,9/13/2012,111,No Violations,G,"1 AIRPORT DR
OAKLAND, CA
(37.716699542063104, -122.20885863744216)"
TACO BELL #2948,8/31/2012,111,No Violations,G,"39199 CEDAR BLVD
NEWARK, CA
(37.5235309221342, -122.00524873112221)"
